,date,supplier,ADM,AUTR,CR,FIN,GEO,GRV,INC,LKS,MP,TRP,sd_score_pred,max_score_pred,mean_score_pred,med_score_pred,min_score_pred,qlty_impact,on_time_impact,qtty_impact,Cost_variation,score
0,2020-03-21,F1,0.20303388493983407,0.33793468789597003,0.27542905007142043,0.5282302930399724,0.04466568136243285,0.37918891084160267,0.1918647470243264,0.17935415323558426,0.058346329586004525,0.7106537116727851,3.5903901975055144,10.554593192594535,7.934179378631458,5.638940950304449,3.5433250665988476,7.455547942545822,0.0,0.0,-0.07874124176595661,5.0
1,2020-03-21,F10,0.17303388493983407,0.31168468789597004,0.2454290500714204,0.47348029303997236,0.03641568136243285,0.3641889108416027,0.18436474702432643,0.11935415323558426,0.043346329586004526,0.6431537116727852,3.576318390881511,10.585489335456797,7.931273774914044,5.751515403296478,3.463040180199825,5.957047340404151,0.0,0.0,0.3414092924232844,8.0
2,2020-03-21,F100,0.1674783293842785,0.30682357678485894,0.23987349451586487,0.4633414041510835,0.03488790358465508,0.3614111330638249,0.1829758581354375,0.10824304212447315,0.040568551808226744,0.6306537116727852,3.5397807003617756,10.668173951599618,7.949530635665103,6.04381692745436,3.5945838876997684,5.044184249775572,0.0,0.0,0.5471029618805796,9.0
3,2020-03-21,F101,0.18970055160650073,0.3262680212293034,0.26209571673808707,0.5038969597066391,0.04099901469576619,0.372522244174936,0.18853141369099308,0.1526874865689176,0.05167966291933786,0.6806537116727852,3.5935683316149256,10.61651297359842,7.9519862942074475,5.613515877429158,3.63711245724979,5.4541540380970375,0.0,0.0,0.5095999285055864,6.0
4,2020-03-21,F102,0.2563672182731674,0.38460135456263667,0.3287623834047537,0.6255636263733056,0.05933234802909952,0.40585557750826934,0.20519808035765974,0.2860208199022509,0.08501299625267118,0.8306537116727852,3.6459441692443617,10.45167459686141,7.930096434377055,5.194509176393671,3.535089446099301,7.770649448756442,0.0,0.0,0.9614785889511357,3.0
5,2020-03-21,F103,0.18970055160650073,0.3262680212293034,0.26209571673808707,0.5038969597066391,0.04099901469576619,0.372522244174936,0.18853141369099308,0.1526874865689176,0.05167966291933786,0.6806537116727852,3.595906497139075,10.60073013619383,7.954844725005248,5.594810553235963,3.6405495624423954,4.638126252003229,0.0,0.0,0.5879653171739787,6.0
6,2020-03-21,F104,0.22303388493983406,0.35543468789597,0.2954290500714204,0.5647302930399724,0.05016568136243285,0.3891889108416027,0.1968647470243264,0.21935415323558427,0.06834632958600452,0.7556537116727852,3.6000763377835736,10.576042430724277,7.946464681309075,5.561451828079973,3.5623855084508023,7.260246755467973,0.0,0.0,0.5415116688249034,4.0
7,2020-03-21,F105,0.1674783293842785,0.30682357678485894,0.23987349451586487,0.4633414041510835,0.03488790358465508,0.3614111330638249,0.1829758581354375,0.10824304212447315,0.040568551808226744,0.6306537116727852,3.536939355339549,10.661094019385306,7.953655847417982,6.066547687632171,3.5833203591769993,5.302810095385695,0.0,0.0,0.5290680862396642,9.0
8,2020-03-21,F106,0.3230338849398341,0.44293468789597,0.39542905007142043,0.7472302930399723,0.07766568136243285,0.4391889108416027,0.2218647470243264,0.4193541532355843,0.11834632958600452,0.9806537116727851,3.647199538519286,10.45443179756828,7.9247569244434,5.184466222194275,3.4494372624472267,9.070427518787001,0.0,0.0,0.8207760206242194,2.0
9,2020-03-21,F107,0.20303388493983407,0.33793468789597003,0.27542905007142043,0.5282302930399724,0.04466568136243285,0.37918891084160267,0.1918647470243264,0.17935415323558426,0.058346329586004525,0.7106537116727851,3.5977383540202634,10.575479333019853,7.928603491534283,5.580155698186456,3.557492837788099,7.759423550143011,0.0,0.0,0.11165697071663568,5.0
10,2020-03-21,F108,0.18970055160650073,0.3262680212293034,0.26209571673808707,0.5038969597066391,0.04099901469576619,0.372522244174936,0.18853141369099308,0.1526874865689176,0.05167966291933786,0.6806537116727852,3.581379512833175,10.601825574908492,7.9479950191052335,5.711026427683162,3.6188713622423445,4.984214653187658,0.0,0.0,0.5666522401012022,6.0
11,2020-03-21,F109,0.22303388493983406,0.35543468789597,0.2954290500714204,0.5647302930399724,0.05016568136243285,0.3891889108416027,0.1968647470243264,0.21935415323558427,0.06834632958600452,0.7556537116727852,3.5944670898286795,10.57979934756502,7.944112102265587,5.606325811719127,3.5695323300170787,6.4823350985415775,0.0,0.0,0.6541938151760276,4.0
12,2020-03-21,F11,0.20303388493983407,0.33793468789597003,0.27542905007142043,0.5282302930399724,0.04466568136243285,0.37918891084160267,0.1918647470243264,0.17935415323558426,0.058346329586004525,0.7106537116727851,3.5879713090892076,10.558914476541222,7.935055337886212,5.658292057634904,3.5395607301407432,7.697232873646943,0.0,0.0,0.15563029847570925,5.0
13,2020-03-21,F110,0.17303388493983407,0.31168468789597004,0.2454290500714204,0.47348029303997236,0.03641568136243285,0.3641889108416027,0.18436474702432643,0.11935415323558426,0.043346329586004526,0.6431537116727852,3.5786452533130713,10.581683039242426,7.928721666194755,5.732900503843993,3.4659917599981203,6.67072906362716,-0.0,0.0,0.30915526609536786,8.0
14,2020-03-21,F111,0.20303388493983407,0.33793468789597003,0.27542905007142043,0.5282302930399724,0.04466568136243285,0.37918891084160267,0.1918647470243264,0.17935415323558426,0.058346329586004525,0.7106537116727851,3.5827025199334996,10.537290397750775,7.929693796606809,5.700442370880567,3.5524970487554635,8.689250734570281,0.0,0.0,0.2350563583640747,5.0
15,2020-03-21,F112,0.20303388493983407,0.33793468789597003,0.27542905007142043,0.5282302930399724,0.04466568136243285,0.37918891084160267,0.1918647470243264,0.17935415323558426,0.058346329586004525,0.7106537116727851,3.5752010861014383,10.567900088668308,7.928340053628539,5.760453841537056,3.4777780034119403,7.097628118002219,0.0,0.0,0.19272638806142342,5.0
16,2020-03-21,F113,0.20303388493983407,0.33793468789597003,0.27542905007142043,0.5282302930399724,0.04466568136243285,0.37918891084160267,0.1918647470243264,0.17935415323558426,0.058346329586004525,0.7106537116727851,3.5921313804159536,10.571626409442302,7.926553637394574,5.625011487020934,3.5579676544647705,7.091370526652585,0.0,0.0,0.20551993428672577,5.0
17,2020-03-21,F114,0.16303388493983406,0.30293468789597,0.23542905007142043,0.45523029303997237,0.03366568136243285,0.3591889108416027,0.18186474702432642,0.09935415323558426,0.03834632958600452,0.6206537116727852,3.4893619689059827,10.644620977940667,7.929463347352994,6.447166779100703,3.557113247787799,10.121247943439906,0.0,0.0,-0.057266816400406186,10.0
18,2020-03-21,F115,0.16303388493983406,0.30293468789597,0.23542905007142043,0.45523029303997237,0.03366568136243285,0.3591889108416027,0.18186474702432642,0.09935415323558426,0.03834632958600452,0.6206537116727852,3.4933911794064523,10.622343312162803,7.9323242374150835,6.414933095096946,3.5216715067775612,9.684393957248457,0.0,0.0,-0.03498697764167879,10.0
19,2020-03-21,F116,0.16303388493983406,0.30293468789597,0.23542905007142043,0.45523029303997237,0.03366568136243285,0.3591889108416027,0.18186474702432642,0.09935415323558426,0.03834632958600452,0.6206537116727852,3.4997786796825987,10.619149185724279,7.932285228978589,6.363833092887773,3.5165899419890003,9.173083190159002,0.0,0.0,-0.08216863732275084,10.0
20,2020-03-21,F117,0.523033884939834,0.61793468789597,0.5954290500714204,1.1122302930399723,0.13266568136243284,0.5391889108416027,0.2718647470243264,0.8193541532355844,0.21834632958600453,1.430653711672785,3.60615265029373,10.48583511263845,7.8944676178108875,5.512841327998722,3.3044993711706345,2.3404447376690385,0.0,0.0,0.7344037928390799,1.0
21,2020-03-21,F118,0.1674783293842785,0.30682357678485894,0.23987349451586487,0.4633414041510835,0.03488790358465508,0.3614111330638249,0.1829758581354375,0.10824304212447315,0.040568551808226744,0.6306537116727852,3.5346918492225683,10.66629176203595,7.938323593402437,6.084527736568017,3.5915894952121143,4.143249376266209,0.0,0.0,0.45942420338183376,9.0
22,2020-03-21,F119,0.17303388493983407,0.31168468789597004,0.2454290500714204,0.47348029303997236,0.03641568136243285,0.3641889108416027,0.18436474702432643,0.11935415323558426,0.043346329586004526,0.6431537116727852,3.58782106739765,10.589465030370693,7.9272090913017665,5.6594939911673645,3.4849236868306543,6.419402489380268,0.0,0.0,0.3513772131847553,8.0
23,2020-03-21,F12,0.20303388493983407,0.33793468789597003,0.27542905007142043,0.5282302930399724,0.04466568136243285,0.37918891084160267,0.1918647470243264,0.17935415323558426,0.058346329586004525,0.7106537116727851,3.5908383621504463,10.568421786491655,7.932849485755109,5.635355633144995,3.535274493008399,7.255345018802374,0.0,0.0,0.17033765999887365,5.0
24,2020-03-21,F120,0.22303388493983406,0.35543468789597,0.2954290500714204,0.5647302930399724,0.05016568136243285,0.3891889108416027,0.1968647470243264,0.21935415323558427,0.06834632958600452,0.7556537116727852,3.604305058115737,10.581565348714873,7.941163451222065,5.5276220654226655,3.647056499434129,5.236305274904518,0.0,0.0,0.6181082293150965,4.0
